"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	"2016"	"2016"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	"2016"	"2016"	"Nov., 2016"	"2016/11"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	"2016"	"2016"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Broward County, FL"	"12011"	"2016"	"2016"	"Jan., 2016"	"2016/01"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Broward County, FL"	"12011"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Broward County, FL"	"12011"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Broward County, FL"	"12011"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Duval County, FL"	"12031"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Manatee County, FL"	"12081"	"2014"	"2014"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Orange County, FL"	"12095"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Jan., 2013"	"2013/01"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Feb., 2013"	"2013/02"	26	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Mar., 2013"	"2013/03"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Apr., 2013"	"2013/04"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"May, 2013"	"2013/05"	21	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Jun., 2013"	"2013/06"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Jul., 2013"	"2013/07"	30	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Aug., 2013"	"2013/08"	23	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Sep., 2013"	"2013/09"	24	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Oct., 2013"	"2013/10"	27	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Nov., 2013"	"2013/11"	26	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2013"	"2013"	"Dec., 2013"	"2013/12"	29	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Jan., 2014"	"2014/01"	31	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Feb., 2014"	"2014/02"	21	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Mar., 2014"	"2014/03"	23	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Apr., 2014"	"2014/04"	26	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"May, 2014"	"2014/05"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Jun., 2014"	"2014/06"	24	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Jul., 2014"	"2014/07"	38	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Aug., 2014"	"2014/08"	24	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Sep., 2014"	"2014/09"	34	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Oct., 2014"	"2014/10"	30	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Nov., 2014"	"2014/11"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Dec., 2014"	"2014/12"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Jan., 2015"	"2015/01"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Feb., 2015"	"2015/02"	32	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Mar., 2015"	"2015/03"	30	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Apr., 2015"	"2015/04"	27	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"May, 2015"	"2015/05"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Jun., 2015"	"2015/06"	27	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Jul., 2015"	"2015/07"	24	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Aug., 2015"	"2015/08"	27	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Sep., 2015"	"2015/09"	43	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Oct., 2015"	"2015/10"	40	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Nov., 2015"	"2015/11"	33	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2015"	"2015"	"Dec., 2015"	"2015/12"	34	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Jan., 2016"	"2016/01"	38	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Feb., 2016"	"2016/02"	38	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Mar., 2016"	"2016/03"	39	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Apr., 2016"	"2016/04"	58	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"May, 2016"	"2016/05"	39	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Jun., 2016"	"2016/06"	46	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Jul., 2016"	"2016/07"	44	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Aug., 2016"	"2016/08"	35	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Sep., 2016"	"2016/09"	44	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Oct., 2016"	"2016/10"	37	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Nov., 2016"	"2016/11"	49	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Cook County, IL"	"17031"	"2016"	"2016"	"Dec., 2016"	"2016/12"	69	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"DuPage County, IL"	"17043"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Illinois"	"17"	"Will County, IL"	"17197"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2001"	"2001"	"Jan., 2001"	"2001/01"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2003"	"2003"	"Jan., 2003"	"2003/01"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2003"	"2003"	"Jun., 2003"	"2003/06"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2004"	"2004"	"Sep., 2004"	"2004/09"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2008"	"2008"	"Mar., 2008"	"2008/03"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2008"	"2008"	"Oct., 2008"	"2008/10"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2009"	"2009"	"Sep., 2009"	"2009/09"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2009"	"2009"	"Dec., 2009"	"2009/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2010"	"2010"	"Jan., 2010"	"2010/01"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2010"	"2010"	"Feb., 2010"	"2010/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Florida"	"12"	"Broward County, FL"	"12011"	"2010"	"2010"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
